Short Name,Long Name,Vendor,WOSO URL,MOSO URL
Edinboro,Edinboro University,Sidearm,https://gofightingscots.com/sports/womens-soccer,None
Emmanuel (Mass.),Emmanuel College (Mass.),Sidearm,https://goeulions.com/sports/womens-soccer,https://ciurams.com/sports/mens-soccer/opponent-history/emmanuel-college/71
Fisk,Fisk University,PrestoSports,None,None
Fort Lewis,Fort Lewis College,Sidearm,https://goskyhawks.com/sports/womens-soccer,https://www.durangoherald.com/articles/offseason-acquisitions-fort-lewis-mens-soccer/
Fort Valley St.,Fort Valley State University,Sidearm,None,None
Hunter,Hunter College,Sidearm,None,https://www.huntercollegeathletics.com/news/2024/8/20/mens-soccer-unveils-2024-slate.aspx
Iowa Wesleyan,Iowa Wesleyan University,PrestoSports,None,https://mbuspartans.com/sports/mens-soccer/opponent-history/iowa-wesleyan-university/144
La Sierra,La Sierra University,PrestoSports,None,None
Langston,Langston University,Sidearm,None,None
Livingstone,Livingstone College,Sidearm,None,None
Louisiana Col.,Louisiana College,Sidearm,https://lionsports.net/sports/womens-soccer,https://www.lcwildcats.net/sports/mens-soccer
Minn. St. Moorhead,Minnesota State Univ.-Moorhead,Sidearm,https://www.msumdragons.com/sports/womens-soccer,None
Morningside,Morningside College,PrestoSports,None,https://kwucoyotes.com/news/2024/9/1/mens-soccer-mens-soccer-drops-2-0-decision-to-morningside-in-first-match-of-baker-classic.aspx
Neb.-Kearney,University of Nebraska-Kearney,Sidearm,https://womenssoccer.lopercamps.com/,None
Ohio Valley,Ohio Valley University,Sidearm,https://gvsulakers.com/sports/womens-soccer/opponent-history/ohio-valley-university/122,https://digitalcommons.cedarville.edu/mens_soccer_videos/25/
Oklahoma Panhandle,Oklahoma Panhandle State Univ.,Sidearm,https://opsuaggies.com/sports/womens-soccer,https://macuathletics.com/sports/mens-soccer/opponent-history/oklahoma-panhandle-state-university/30
P.R.-Cayey,"University of Puerto Rico, Cayey",None,None,None
P.R.-Humacao,"University of Puerto Rico, Humacao",None,None,None
Paine,Paine College,Sidearm,None,None
Presentation,Presentation College,PrestoSports,None,https://blcvikings.com/sports/mens-soccer/opponent-history/presentation-college/5
Rust,Rust College,PrestoSports,None,https://hardingsports.com/sports/mens-soccer/opponent-history/rust-college/321
SCAD,Savannah College of Art & Design,Sidearm,None,None
SUNY Delhi,SUNY Delhi,PrestoSports,None,None
St. Andrews,St. Andrews Presbyterian College,PrestoSports,None,https://newberrywolves.com/sports/mens-soccer/stats/1999/st-andrews-presbyterian/boxscore/2117
St. Francis (IL),University of St. Francis (Ill.),Sidearm,https://sfuathletics.com/sports/womens-soccer,https://lewisflyers.com/sports/mens-soccer/opponent-history/university-of-st-francis-ill-/14
St. Thomas (FL),St. Thomas University,Sidearm,https://stubobcats.com/sports/womens-soccer,https://stubobcats.com/sports/mens-soccer
Stillman,Stillman College,Sidearm,None,None
Texas Wesleyan,Texas Wesleyan University,Sidearm,https://ramsports.net/sports/womens-soccer,https://ramsports.net/sports/mens-soccer
Washington Adventist,Washington Adventist University,PrestoSports,None,https://www.wau.edu/history-made-wau-mens-soccer-team-soars-to-first-ever-continental-athletic-conference-championship-tournament/
West Va. Tech,West Virginia Univ. Inst. of Tech.,Sidearm,https://goldenbearathletics.com/sports/womens-soccer,https://wvusports.com/sports/mens-soccer/archives
Western N.M.,Western New Mexico University,Sidearm,None,None
Western Wash.,Western Washington University,Sidearm,https://wwuvikings.com/sports/womens-soccer,https://wwuvikings.com/sports/mens-soccer
William Penn,William Penn College,PrestoSports,None,https://www.wpumenssoccercamps.com/
Winston-Salem,Winston-Salem State University,Sidearm,None,None
Stephens,Stephens College,Sidearm,None,None
BYU-Hawaii,BYU-Hawaii,Sidearm,https://wildcatsports.com/sports/womens-soccer/opponent-history/byu-hawaii/15,https://hpusharks.com/sports/mens-soccer/opponent-history/brigham-young-university-hawaii/20
Becker,Becker College,Sidearm,https://deanbulldogs.com/sports/womens-soccer/stats/2018/becker-college/boxscore/1118,https://marinersports.org/sports/mens-soccer/opponent-history/becker-college/10
Concordia (NY),Concordia College-New York,Sidearm,https://cuigoldeneagles.com/sports/womens-soccer,https://cuigoldeneagles.com/sports/mens-soccer
Concordia University-Portland,Concordia University-Portland,Sidearm,None,https://golutes.com/sports/mens-soccer/opponent-history/concordia-university-ore-/26
Daniel Webster,Daniel Webster College,Sidearm,https://potsdambears.com/sports/womens-soccer/opponent-history/daniel-webster-college/131,https://goecsaints.com/sports/mens-soccer/stats/2016/daniel-webster-college/boxscore/11401
Dowling,Dowling College,Sidearm,None,https://keanathletics.com/sports/mens-soccer/opponent-history/dowling-college/425
Evergreen St.,Evergreen St.,Sidearm,https://gogeoducks.com/sports/womens-soccer,https://gogeoducks.com/sports/mens-soccer
Finlandia,Finlandia University,Sidearm,https://events.morris.umn.edu/event/womens_soccer_at_finlandia_university,https://monmouthscots.com/sports/mens-soccer/opponent-history/finlandia-university/120
Green Mountain,Green Mountain College,Sidearm,https://keanathletics.com/sports/womens-soccer/opponent-history/green-mountain-college/83,https://yumacs.com/sports/mens-soccer/opponent-history/green-mountain-college/190
Holy Names,Holy Names University,None,None,None
Johnson & Wales (Denver),Johnson & Wales University (Denver),None,None,None
LIU Post,LIU Post,Sidearm,https://www.liuathletics.com/sports/womens-soccer,https://www.liuathletics.com/sports/mens-soccer
Lambuth,Lambuth University,Sidearm,https://erauathletics.com/sports/womens-soccer/opponent-history/lambuth-university/148,https://gofhulions.com/sports/mens-soccer/opponent-history/lambuth-university/319
Lincoln Christian,Lincoln Christian College & Seminary,None,None,None
MacMurray,MacMurray College,Sidearm,https://mcmurrysports.com/sports/womens-soccer,https://illinoiscollegeathletics.com/sports/mens-soccer/opponent-history/macmurray-college/15
McNeese St.,McNeese State University,Sidearm,https://mcneesesports.com/sports/womens-soccer/archives,None
Md.-East. Shore,"University of Maryland, Eastern Shore",Sidearm,None,https://monmouthhawks.com/sports/mens-soccer/opponent-history/university-of-maryland-eastern-shore/132
Medaille,Medaille College,Sidearm,https://buffalostateathletics.com/sports/womens-soccer/opponent-history/medaille-college/18,https://thielathletics.com/sports/mens-soccer/opponent-history/medaille-college/129
Mills,Mills College,Sidearm,https://goslugs.com/sports/womens-soccer/opponent-history/mills-college-calif-/144,None
Morris Brown,Morris Brown College,None,None,None
Mount Ida,Mount Ida College,PrestoSports,None,https://skidmoreathletics.com/sports/mens-soccer/opponent-history/mount-ida-college/114
New Rochelle,College of New Rochelle,Sidearm,None,https://www.monroecollegemustangs.com/sports/jv-mens-soccer
New-York-City-Tech,NYC College of Technology,Sidearm,https://ccnyathletics.com/sports/womens-soccer,https://maritimeathletics.com/sports/mens-soccer/opponent-history/new-york-city-college-of-technology/44
Newbury,Newbury College,Sidearm,https://newberrywolves.com/sports/womens-soccer,https://newberrywolves.com/sports/mens-soccer
Northeastern Ill.,Northeastern Illinois,Sidearm,https://niuhuskies.com/sports/womens-soccer,https://gotigersgo.com/sports/mens-soccer/opponent-history/northeastern-illinois-university/1342
Notre Dame de Namur,Notre Dame de Namur,Sidearm,None,https://otterathletics.com/sports/mens-soccer/opponent-history/notre-dame-de-namur-university/12
Nyack,Nyack College,Sidearm,https://discovercollegesoccer.com/nyack-college-womens-soccer-coach-emma-webb/,https://discovercollegesoccer.com/nyack-college-mens-program-coach-alex-schmidt/
Oakland City,Oakland City University,Sidearm,https://gomightyoaks.com/sports/womens-soccer,https://gomightyoaks.com/sports/mens-soccer
Pine Manor,Pine Manor College,PrestoSports,https://owls.umpi.edu/sports/womens-soccer/opponent-history/pine-manor-college/147,https://uvfpatriots.com/sports/mens-soccer/opponent-history/pine-manor-college/109
Polytechnic (NY),Polytechnic Institute of New York University,PrestoSports,https://rpiathletics.com/sports/womens-soccer,https://bardathletics.com/sports/mens-soccer/opponent-history/nyu-poly/39
Reneau University,Reneau University,Sidearm,None,None
Southampton,Southampton Campus of LIU,Sidearm,https://www.liuathletics.com/sports/womens-soccer,https://www.liuathletics.com/sports/mens-soccer
Southern Vt.,Southern Vermont College,Sidearm,https://vtsuhornets.com/sports/womens-soccer/opponent-history/southern-vermont-college/125,https://oswegolakers.com/sports/mens-soccer/opponent-history/southern-vermont-college/336
Spelman,Spelman College,Sidearm,https://piedmontlions.com/sports/womens-soccer/opponent-history/spelman-college/6,None
St. Francis (PA),Saint Francis University,Sidearm,https://gofightingsaints.com/sports/womens-soccer,https://events.francis.edu/department/mens_soccer
St. Francis Brooklyn,St. Francis College Brooklyn,Sidearm,https://collegesoccernews.com/st-francis-brooklyn-eliminates-mens-and-womens-soccer-programs/,https://sfcathletics.com/sports/mens-soccer
St. Joseph's (IN),Saint Joseph's College (Ind.),PrestoSports,https://sjuhawks.com/sports/womens-soccer,https://sjliathletics.com/sports/mens-soccer
St. Paul's,St. Paul's College,Sidearm,https://cspbears.com/sports/womens-soccer/archives,None
State University of New York at Morrisville,State University of New York at Morrisville,Sidearm,https://morrisvillemustangs.com/sports/womens-soccer,https://morrisvillemustangs.com/sports/mens-soccer
TBD,TBD,None,None,None
UIW,University of the Incarnate Word,Sidearm,https://uiwcardinals.com/sports/womens-soccer,https://my.uiw.edu/clubsports/mens-soccer/index.html
Urbana University,Urbana University,Sidearm,https://uublueknights.com/sports/womens-soccer,https://uublueknights.com/sports/mens-soccer
Wesley,Wesley College,Sidearm,https://athletics.wesleyan.edu/sports/womens-soccer,https://athletics.wesleyan.edu/sports/mens-soccer
Wheelock,Wheelock College,Sidearm,https://hussoneagles.com/sports/womens-soccer/opponent-history/wheelock-college/202,https://deanbulldogs.com/sports/mens-soccer/opponent-history/wheelock-college/175
William Peace,William Peace University,Sidearm,https://gopeacepacers.com/sports/womens-soccer,https://guilfordquakers.com/news/2024/9/1/mens-soccer-falls-to-william-peace-in-home-opener.aspx
